,userID,movieID,tag,timestamp,tagID
217,8,72,directorial debut,1207215214,24
218,8,73,directorial debut,1207212226,24
219,8,74,based on a book,1229369952,9
223,8,75,based on a book,1196562075,9
226,8,76,based on a book,1207665604,9
233,8,77,based on a book,1162262050,9
235,8,78,based on a book,1206248553,9
240,8,79,based on a book,1162263470,9
241,8,80,based on a book,1197708700,9
245,8,81,based on a book,1207665128,9
249,8,82,true story,1186715016,92
250,8,83,directorial debut,1207193821,24
251,8,84,based on a book,1207044102,9
254,8,85,magic,1206251674,51
255,8,86,magic,1219151238,51
256,8,87,based on a book,1162262254,9
264,8,88,based on a book,1162261790,9
266,8,89,based on a book,1207666013,9
268,8,90,directorial debut,1207130668,24
271,8,91,based on a book,1220270316,9
276,8,92,aliens,1197718254,5
279,8,93,directorial debut,1207128324,24
284,8,94,directorial debut,1207201150,24
285,8,95,based on a book,1217770750,9
287,8,96,directorial debut,1207193679,24
289,8,97,based on a book,1205303463,9
292,8,98,based on a book,1162261432,9
296,8,99,based on a book,1162262618,9
298,8,100,based on a book,1205293518,9
300,8,101,serial killer,1148728043,83
304,8,102,directorial debut,1207199040,24
306,8,103,biography,1212238107,12
310,8,104,based on a book,1229309384,9
313,8,105,directorial debut,1207211592,24
314,8,106,based on a book,1197785757,9
316,8,5,based on a book,1218252762,9
321,8,107,parody,1196670258,69
323,8,108,based on a book,1208404755,9
324,8,109,directorial debut,1207190398,24
326,8,110,biography,1195738715,12
327,8,111,based on a book,1212189099,9
329,8,112,directorial debut,1207214254,24
333,8,113,based on a book,1207396314,9
334,8,114,based on a book,1193547326,9
335,8,115,space,1192620348,84
336,8,116,directorial debut,1207190867,24
340,8,117,space,1192620319,84
343,8,118,directorial debut,1207195030,24
345,8,119,directorial debut,1207199675,24
349,8,120,directorial debut,1207191376,24
351,8,121,directorial debut,1207214067,24
355,8,122,based on a book,1211422483,9
356,8,123,directorial debut,1207211224,24
357,8,124,biography,1195731312,12
359,8,124,true story,1186715230,92
361,8,125,parody,1195879012,69
362,8,126,based on a book,1223268039,9
364,8,127,based on a book,1162262221,9
367,8,127,space,1195149987,84
368,8,128,based on a book,1197717364,9
369,8,129,directorial debut,1207199835,24
370,8,130,based on a book,1197784803,9
372,8,131,directorial debut,1208571596,24
373,8,132,based on a book,1223701180,9
375,8,133,based on a book,1162264285,9
378,8,134,based on a book,1162264066,9
381,8,135,based on a book,1214193496,9
383,8,136,martial arts,1195557225,52
386,8,137,directorial debut,1207396777,24
387,8,138,based on a book,1218620290,9
390,8,139,franchise,1196517876,36
391,8,140,based on a book,1220073834,9
392,8,141,based on a book,1207666259,9
395,8,142,religion,1195554581,76
396,8,143,directorial debut,1207212539,24
397,8,144,based on a book,1190715861,9
400,8,144,nudity (topless),1206779729,60
402,8,145,based on a book,1162264537,9
406,8,146,space,1192619811,84
408,8,147,space,1187605368,84
409,8,148,based on a book,1206246313,9
413,8,149,directorial debut,1207190828,24
414,8,150,directorial debut,1207216032,24
418,8,151,directorial debut,1207190081,24
420,8,152,based on a book,1227823798,9
427,8,153,based on a book,1222481573,9
434,8,154,based on a book,1162264759,9
436,8,155,based on a book,1206248841,9
437,8,155,religion,1204609685,76
438,8,156,based on a book,1206316968,9
440,8,157,directorial debut,1207200917,24
441,8,158,directorial debut,1207199334,24
442,8,159,based on a book,1197710245,9
443,8,160,based on a book,1206217563,9
447,8,161,based on a book,1197788066,9
450,8,161,franchise,1196554280,36
452,8,162,directorial debut,1207189966,24
453,8,163,based on a book,1162264639,9
455,8,164,based on a book,1195612858,9
457,8,165,based on a book,1212237079,9
461,8,166,based on a book,1212236913,9
462,8,167,based on a book,1162261568,9
463,8,168,based on a book,1162261942,9
465,8,169,based on a book,1162262823,9
466,8,170,based on a book,1162262730,9
467,8,171,directorial debut,1207986927,24
469,8,172,directorial debut,1207663129,24
471,8,173,directorial debut,1207211801,24
473,8,174,based on a book,1206246947,9
474,8,174,directorial debut,1207189510,24
476,8,175,directorial debut,1207199238,24
477,8,176,based on a book,1209542801,9
478,8,177,based on a book,1204199200,9
479,8,178,parody,1208760649,69
482,8,179,based on a book,1197715271,9
487,8,180,based on a book,1207886721,9
488,8,180,directorial debut,1207130461,24
489,8,181,directorial debut,1207212628,24
490,8,181,psychology,1217668500,72
492,8,182,directorial debut,1208410152,24
494,8,183,directorial debut,1207195171,24
495,8,184,surreal,1157368171,87
497,8,185,based on a book,1207569251,9
498,8,185,surreal,1157367995,87
499,8,186,directorial debut,1207132382,24
501,8,187,based on a book,1162262874,9
506,8,188,directorial debut,1207190501,24
508,8,188,surreal,1157368140,87
509,8,189,directorial debut,1207213154,24
513,8,190,directorial debut,1207201266,24
515,8,191,based on a book,1223427339,9
518,8,192,directorial debut,1207130540,24
520,8,193,directorial debut,1208235587,24
522,8,194,space,1192620391,84
523,8,195,based on a book,1204610158,9
525,8,195,religion,1204610158,76
529,8,196,based on a book,1220750423,9
531,8,196,remake,1220750423,77
532,8,196,world war ii,1210316197,98
533,8,197,based on a book,1196646378,9
534,8,198,directorial debut,1207193574,24
535,8,199,serial killer,1148728204,83
538,8,200,based on a book,1209679187,9
540,8,201,based on a book,1211516372,9
542,8,202,directorial debut,1207202414,24
543,8,203,based on a book,1207380825,9
546,8,204,directorial debut,1207215901,24
553,8,205,directorial debut,1207128444,24
561,8,206,based on a book,1207379654,9
564,8,207,based on a book,1196562521,9
569,8,208,james bond,1205378970,44
574,8,209,serial killer,1148729307,83
575,8,210,franchise,1196554260,36
577,8,211,directorial debut,1218621872,24
581,8,212,directorial debut,1207130277,24
583,8,213,religion,1197807180,76
586,8,214,based on a book,1208233383,9
587,8,214,directorial debut,1208233441,24
588,8,215,parody,1208760572,69
590,8,216,based on a book,1198565440,9
591,8,217,based on a book,1226826284,9
599,8,218,directorial debut,1207131109,24
600,8,219,directorial debut,1207201210,24
606,8,220,based on a book,1215597786,9
611,8,221,true story,1183286548,92
612,8,222,directorial debut,1207369962,24
616,8,1,franchise,1196517614,36
617,8,223,based on a book,1210561491,9
618,8,224,directorial debut,1207133316,24
619,8,225,based on a book,1162261845,9
621,8,226,based on a book,1212152707,9
622,8,227,directorial debut,1207214020,24
623,8,228,franchise,1196518037,36
625,8,229,directorial debut,1207200877,24
629,8,230,based on a book,1226742942,9
630,8,231,based on a book,1218517191,9
634,8,7,space,1192620611,84
638,8,232,nudity (topless),1206779741,60
645,8,233,based on a book,1218620517,9
647,8,234,franchise,1196517535,36
650,8,235,parody,1160653063,69
652,8,236,based on a book,1197708523,9
654,8,237,based on a book,1201662889,9
660,8,238,based on a book,1196518900,9
663,8,239,drugs,1196067590,28
666,8,240,based on a book,1217824095,9
670,8,241,parody,1208760987,69
671,8,242,directorial debut,1207199914,24
675,8,243,religion,1215822049,76
678,8,244,based on a book,1210468376,9
680,8,245,directorial debut,1207130751,24
681,8,246,based on a book,1197708220,9
683,8,247,serial killer,1204955338,83
684,8,248,directorial debut,1208230651,24
689,8,249,directorial debut,1207189856,24
691,8,250,based on a book,1206925455,9
694,8,251,franchise,1196554118,36
696,8,252,franchise,1196554205,36
698,8,253,franchise,1196554226,36
700,8,254,directorial debut,1207215286,24
701,8,255,based on a book,1208405984,9
703,8,256,directorial debut,1207476749,24
704,8,257,based on a book,1206247671,9
706,8,258,based on a book,1207896545,9
712,8,259,true story,1206317404,92
713,8,260,biography,1197721884,12
715,8,260,true story,1197721885,92
716,8,261,based on a book,1198811759,9
721,8,262,based on a book,1211521283,9
722,8,263,based on a book,1162262038,9
724,8,263,space,1196558915,84
725,8,264,based on a book,1210250626,9
726,8,265,directorial debut,1207190194,24
727,8,266,directorial debut,1207200075,24
728,8,267,directorial debut,1207193930,24
730,8,268,directorial debut,1207191965,24
734,8,269,directorial debut,1207191221,24
738,8,270,franchise,1196518126,36
744,8,271,parody,1196670432,69
745,8,272,directorial debut,1207212865,24
747,8,273,directorial debut,1207191477,24
748,8,274,based on a book,1197806785,9
752,8,275,based on a book,1215737765,9
756,8,276,based on a book,1210967300,9
759,8,277,directorial debut,1207213413,24
762,8,278,parody,1160654874,69
766,8,279,franchise,1196554832,36
770,8,280,directorial debut,1207662951,24
771,8,280,serial killer,1148728806,83
772,8,280,surreal,1157368021,87
773,8,281,parody,1208760079,69
775,8,282,parody,1208760096,69
780,8,283,based on a book,1196562617,9
783,8,284,based on a book,1196562465,9
785,8,285,directorial debut,1207134096,24
786,8,286,based on a book,1216589865,9
787,8,286,world war ii,1216589848,98
790,8,287,based on a book,1162262472,9
792,8,287,remake,1206239662,77
796,8,288,based on a book,1198988119,9
797,8,289,directorial debut,1207216475,24
800,8,290,drugs,1208203627,28
801,8,290,nudity (topless),1207665304,60
804,8,291,parody,1204862529,69
809,8,292,true story,1208403546,92
811,8,293,directorial debut,1207132195,24
817,8,294,religion,1209897935,76
818,8,295,serial killer,1148728454,83
819,8,296,remake,1208569752,77
820,8,297,based on a book,1197708430,9
822,8,298,based on a book,1204609954,9
827,8,299,based on a book,1221427216,9
828,8,300,based on a book,1162262572,9
829,8,301,remake,1220152545,77
833,8,302,based on a book,1209785077,9
834,8,303,parody,1197787669,69
837,8,304,based on a book,1210468076,9
839,8,305,based on a book,1206316331,9
845,8,306,parody,1160654894,69
847,8,307,based on a book,1196562328,9
850,8,308,based on a book,1206780857,9
855,8,309,true story,1183286514,92
856,8,310,directorial debut,1207199623,24
860,8,311,biography,1215493325,12
864,8,312,based on a book,1225524078,9
865,8,313,based on a book,1223701291,9
867,8,314,directorial debut,1207201946,24
869,8,315,based on a book,1206924880,9
870,8,315,directorial debut,1207132782,24
871,8,316,directorial debut,1207193501,24
872,8,317,twist ending,1147948639,94
876,8,318,religion,1195824310,76
878,8,319,directorial debut,1207215981,24
881,8,320,based on a book,1209679431,9
885,8,321,directorial debut,1207191708,24
886,8,322,based on a book,1223787382,9
887,8,323,space,1196066318,84
888,8,324,space,1196064918,84
889,8,325,space,1196065876,84
890,8,326,serial killer,1148728397,83
893,8,327,directorial debut,1207213527,24
894,8,328,based on a book,1162261469,9
895,8,328,franchise,1196516349,36
896,8,329,directorial debut,1207201857,24
897,8,330,based on a book,1196562198,9
899,8,331,based on a book,1207896515,9
903,8,332,surreal,1193705107,87
907,8,333,based on a book,1162261598,9
915,8,334,directorial debut,1207397143,24
917,8,335,parody,1208761071,69
921,8,336,directorial debut,1207190680,24
923,8,337,based on a book,1196562091,9
928,8,338,based on a book,1196562412,9
930,8,338,space,1196562412,84
932,8,339,serial killer,1148728740,83
933,8,339,twist ending,1183284698,94
934,8,340,directorial debut,1207199517,24
937,8,341,directorial debut,1207193724,24
941,8,342,directorial debut,1207212303,24
944,8,343,parody,1196669397,69
945,8,344,based on a book,1162261455,9
947,8,345,directorial debut,1207129860,24
948,8,346,james bond,1205378508,44
949,8,346,parody,1163483532,69
951,8,347,directorial debut,1207211843,24
952,8,348,directorial debut,1207190971,24
955,8,349,serial killer,1148728550,83
958,8,350,based on a book,1228355315,9
960,8,351,directorial debut,1207216212,24
961,8,352,directorial debut,1207896706,24
962,8,353,directorial debut,1207214632,24
964,8,354,biography,1197719122,12
967,8,355,based on a book,1162261487,9
968,8,355,franchise,1196516318,36
970,8,356,religion,1209897942,76
972,8,357,based on a book,1207664780,9
973,8,357,directorial debut,1207664780,24
974,8,358,based on a book,1162262650,9
975,8,358,remake,1162262654,77
976,8,358,space,1196558653,84
977,8,359,based on a book,1207200947,9
978,8,360,directorial debut,1207370119,24
979,8,361,based on a book,1197807612,9
981,8,362,directorial debut,1207211663,24
982,8,362,drugs,1198459510,28
985,8,363,based on a book,1197708771,9
988,8,364,directorial debut,1208230542,24
991,8,365,space,1192620413,84
993,8,366,based on a book,1162261581,9
997,8,367,directorial debut,1207202121,24
999,8,368,directorial debut,1207129723,24
1001,8,369,directorial debut,1207200276,24
1002,8,370,based on a book,1207666688,9
1004,8,371,based on a book,1207213865,9
1005,8,371,directorial debut,1207213823,24
1006,8,372,based on a book,1198027543,9
1008,8,372,serial killer,1148729825,83
1015,8,373,biography,1210562938,12
1017,8,374,biography,1215506013,12
1018,8,375,directorial debut,1207215492,24
1019,8,376,based on a book,1218107502,9
1021,8,376,religion,1218107502,76
1025,8,377,nudity (topless - brief),1195880268,58
1030,8,378,based on a book,1162262458,9
1033,8,379,based on a book,1162264458,9
1034,8,380,based on a book,1162262768,9
1039,8,381,twist ending,1171016271,94
1042,8,382,franchise,1197724953,36
1045,8,383,directorial debut,1207200756,24
1052,8,384,based on a book,1207043919,9
1055,8,385,based on a book,1227273160,9
1062,8,386,directorial debut,1207200658,24
1063,8,387,based on a book,1211333030,9
1064,8,387,nudity (topless),1211333030,60
1065,8,388,directorial debut,1207132518,24
1071,8,389,based on a book,1197708657,9
1074,8,390,based on a book,1219547026,9
1076,8,391,true story,1195617901,92
1077,8,392,directorial debut,1207128874,24
1078,8,393,nudity (topless),1213605519,60
1085,8,394,true story,1216658381,92
1086,8,395,based on a book,1198578969,9
1087,8,395,twist ending,1171016345,94
1092,8,396,based on a book,1207568919,9
1094,8,397,directorial debut,1207200456,24
1098,8,398,directorial debut,1207215689,24
1102,8,399,directorial debut,1207214755,24
1103,8,400,directorial debut,1207131981,24
1109,8,401,based on a book,1219722725,9
1113,8,402,based on a book,1162264391,9
1114,8,403,serial killer,1148728104,83
1115,8,404,biography,1196555767,12
1117,8,405,parody,1160654902,69
1119,8,406,based on a book,1212237052,9
1126,8,407,directorial debut,1212033284,24
1130,8,408,based on a book,1197797574,9
1134,8,409,based on a book,1196067787,9
1137,8,410,based on a book,1162264565,9
1138,8,410,time travel,1200545079,89
1139,8,411,based on a book,1212292464,9
1140,8,412,directorial debut,1207199187,24
1144,8,413,based on a book,1207666577,9
1150,8,414,based on a book,1226287251,9
1151,8,415,based on a book,1204610255,9
1154,8,415,religion,1195739238,76
1159,8,416,based on a book,1207619480,9
1162,8,417,based on a book,1207380708,9
1164,8,418,directorial debut,1207987051,24
1169,8,419,japan,1195735612,45
1170,8,20,surreal,1178092805,87
1171,8,420,based on a book,1197721032,9
1172,8,421,based on a book,1162261589,9
1183,8,422,parody,1204693053,69
1184,8,423,based on a book,1206247940,9
1185,8,424,directorial debut,1207191858,24
1187,8,425,based on a book,1216438818,9
1188,8,426,based on a book,1162261459,9
1189,8,427,based on a book,1162262683,9
1194,8,428,based on a book,1207665813,9
1205,8,429,based on a book,1204610276,9
1213,8,430,superhero,1198483539,86
1214,8,431,remake,1162637603,77
1215,8,431,true story,1162637595,92
1216,8,432,based on a book,1220529907,9
1217,8,432,magic,1220529907,51
1218,8,433,based on a book,1204609869,9
1221,8,434,based on a book,1196562263,9
1229,8,435,based on a book,1204198089,9
1231,8,436,based on a book,1223610603,9
1237,8,437,based on a book,1207043945,9
1241,8,438,based on a book,1216590201,9
1244,8,439,based on a book,1198027236,9
1246,8,440,directorial debut,1207214184,24
1255,8,441,based on a book,1191742251,9
1256,8,442,parody,1208762316,69
1259,8,443,based on a book,1206924596,9
1261,8,444,based on a book,1197709267,9
1267,8,445,religion,1195559680,76
1269,8,446,directorial debut,1207130364,24
1270,8,447,based on a book,1207670845,9
1272,8,448,parody,1197797847,69
1276,8,449,directorial debut,1207189726,24
1281,8,450,based on a book,1196516358,9
1282,8,450,franchise,1196516341,36
1288,8,451,parody,1208762035,69
1290,8,452,biography,1204613177,12
1291,8,452,true story,1186715123,92
1294,8,453,true story,1196076022,92
1296,8,454,based on a book,1207213717,9
1297,8,454,directorial debut,1207213717,24
1299,8,455,space,1195149502,84
1302,8,456,based on a book,1183103047,9
1305,8,457,based on a book,1209785186,9
1306,8,458,based on a book,1218252982,9
1308,8,458,remake,1218252982,77
1311,8,459,twist ending,1195822404,94
1312,8,460,directorial debut,1207198879,24
1314,8,461,directorial debut,1207128618,24
1315,8,462,directorial debut,1207902508,24
1318,8,463,based on a book,1193961099,9
1321,8,464,directorial debut,1207130875,24
1329,8,465,directorial debut,1207129301,24
1331,8,466,serial killer,1148728881,83
1336,8,467,psychology,1229865819,72
1343,8,468,based on a book,1207671075,9
1345,8,469,based on a book,1227618967,9
1348,8,470,based on a book,1207666275,9
1352,8,471,religion,1229578393,76
1353,8,472,based on a book,1212237002,9
1356,8,473,based on a book,1204431229,9
1359,8,474,based on a book,1229578486,9
1366,8,475,space,1226637933,84
1368,8,476,based on a book,1226894456,9
1372,8,477,surreal,1192618779,87
1378,8,478,directorial debut,1208917438,24
1382,8,479,based on a book,1162262006,9
1384,8,480,based on a book,1162261756,9
1385,8,481,biography,1221278132,12
1386,8,481,true story,1221278338,92
1387,8,482,based on a book,1209881499,9
1391,8,483,true story,1223268439,92
1411,8,484,based on a book,1207666104,9
1413,8,485,directorial debut,1207215068,24
1414,8,486,based on a book,1162261905,9
1415,8,486,space,1196645178,84
1416,8,487,based on a book,1223805538,9
1426,8,488,nudity (topless),1226545238,60
1427,8,489,based on a book,1197723868,9
1429,8,489,remake,1206688931,77
1434,8,490,directorial debut,1207211057,24
1436,8,491,drugs,1208985689,28
1442,8,492,based on a book,1207670815,9
1445,8,493,directorial debut,1207619838,24
1449,8,494,based on a book,1226743155,9
1450,8,495,parody,1198835693,69
1457,8,496,religion,1209897957,76
1458,8,497,based on a book,1209679343,9
1461,8,498,franchise,1212809501,36
1462,8,499,based on a book,1204199735,9
1464,8,499,nudity (topless),1204795171,60
1466,8,500,based on a book,1162636878,9
1467,8,501,based on a book,1162261475,9
1469,8,501,franchise,1196516330,36
1473,8,502,based on a book,1223202957,9
1475,8,503,directorial debut,1207216176,24
1477,8,504,religion,1207567551,76
1478,8,505,based on a book,1162261465,9
1482,8,506,based on a book,1210220177,9
1485,8,507,history,1230936002,40
1488,8,507,true story,1230936008,92
1489,8,508,based on a book,1162264710,9
1490,8,509,parody,1160654852,69
1493,8,510,directorial debut,1207131408,24
1495,8,511,directorial debut,1207202221,24
1497,8,512,based on a book,1223268375,9
1499,8,513,remake,1226721586,77
1501,8,514,directorial debut,1207212979,24
1503,8,515,parody,1160654911,69
1507,8,516,remake,1196514703,77
1509,8,517,based on a book,1162264736,9
1510,8,517,religion,1198028048,76
1514,8,518,franchise,1196554758,36
1523,8,519,surreal,1227824347,87
1526,8,520,directorial debut,1207212490,24
1538,8,521,based on a book,1218107438,9
1540,8,521,religion,1218107438,76
1542,8,522,based on a book,1197803309,9
1544,8,523,based on a book,1162264805,9
1546,8,524,based on a book,1197718488,9
1547,8,524,nudity (topless),1206779515,60
1548,8,525,based on a book,1204610006,9
1550,8,525,religion,1204610072,76
1551,8,526,based on a book,1196518825,9
1556,8,527,based on a book,1204610219,9
1558,8,527,religion,1204610219,76
1560,8,528,imdb top 250,1212115922,42
1563,8,529,based on a book,1227618936,9
1565,8,530,imdb top 250,1212116210,42
1569,8,531,serial killer,1196080834,83
1574,8,532,based on a book,1207472323,9
1575,8,533,space,1187605240,84
1576,8,534,based on a book,1227454008,9
1582,8,535,remake,1209895358,77
1587,8,536,based on a book,1206316490,9
1591,8,537,franchise,1196516335,36
1595,8,538,based on a book,1212115999,9
1596,8,538,imdb top 250,1212115971,42
1602,8,539,imdb top 250,1208403623,42
1605,8,540,space,1209898638,84
1608,8,2,based on a book,1197808785,9
1609,8,2,imdb top 250,1212115885,42
1610,8,2,true story,1197808832,92
1611,8,541,world war ii,1196560849,98
1615,8,542,based on a book,1206316598,9
1616,8,543,biography,1196560541,12
1617,8,543,true story,1196560546,92
1618,8,544,imdb top 250,1212116102,42
1619,8,545,imdb top 250,1212116129,42
1620,8,546,imdb top 250,1212115858,42
1626,8,547,based on a book,1206779614,9
1627,8,548,based on a book,1209786246,9
1628,8,549,based on a book,1197797194,9
1630,8,550,based on a book,1197890384,9
1631,8,551,imdb top 250,1212116033,42
1632,8,552,imdb top 250,1212115818,42
1634,8,553,based on a book,1206316726,9
1636,8,554,based on a book,1210473197,9
1640,8,555,directorial debut,1207127451,24
1641,8,556,based on a book,1206316846,9
1643,8,557,based on a book,1206316657,9
1645,8,558,based on a book,1206239622,9
1647,8,559,based on a book,1206316571,9
1648,8,559,true story,1206316571,92
1649,8,560,history,1215594450,40
1652,8,561,imdb top 250,1216844720,42
1654,8,562,true story,1220441033,92
1658,8,563,parody,1208762228,69
1664,8,564,religion,1224458470,76
1668,8,565,religion,1225337130,76
1671,8,566,imdb top 250,1209982391,42
1674,8,566,superhero,1209982335,86
1676,8,567,martial arts,1213605055,52
1677,8,568,surreal,1210218923,87
1678,8,569,based on a book,1211422650,9
1681,8,570,imdb top 250,1216844770,42
1682,8,570,pixar,1215236599,70
1684,8,571,world war ii,1227631227,98
1685,8,572,biography,1221366090,12
1690,8,573,drugs,1220528868,28
1694,8,574,parody,1220980497,69
1695,8,575,imdb top 250,1227631057,42
1696,8,576,politics,1219547947,71
1698,8,577,parody,1220880081,69
1701,8,578,based on a book,1224458328,9
1702,8,579,anime,1225525300,7
1703,8,580,history,1229675056,40
1705,8,580,politics,1224750317,71
1707,8,581,parody,1225828282,69
1708,8,581,politics,1225828282,71
1709,8,582,magic,1226543884,51
1714,8,583,history,1227149533,40
1717,8,584,based on a book,1229285160,9
1719,8,585,aliens,1227103871,5
1720,8,585,space,1227103871,84
1725,8,586,world war ii,1227899033,98
1726,8,587,biography,1227897675,12
1727,8,587,gay,1227897674,39
1728,8,587,history,1227897673,40
1729,8,587,politics,1227897674,71
1732,8,588,religion,1229642173,76
1733,8,589,history,1229446915,40
1737,8,590,religion,1229578349,76
1738,8,591,history,1229642233,40
1740,8,591,politics,1229642233,71
1742,8,591,true story,1229642265,92
1746,8,592,history,1230362188,40
1748,8,592,true story,1230545289,92
1749,8,592,world war ii,1230545290,98
1753,9,593,nudity (topless),1162209176,60
1756,10,7,comedy,1188266123,19
1757,10,7,funny,1188266123,37
1760,11,594,anime,1151700107,7
1761,11,595,anime,1151700139,7
1763,11,596,anime,1151700125,7
1764,11,597,anime,1151699945,7
1768,11,598,anime,1151700015,7
1769,11,599,anime,1208365260,7
1770,11,600,anime,1151699986,7
1771,11,601,anime,1151699951,7
1772,11,602,anime,1151700035,7
1774,11,603,anime,1151699978,7
1775,11,604,anime,1151700010,7
1776,11,605,anime,1151700002,7
1777,11,606,anime,1151700128,7
1778,11,607,anime,1151699959,7
1780,11,608,anime,1151700134,7
1781,11,609,anime,1151700111,7
1782,11,610,anime,1208365236,7
1783,11,611,anime,1208365205,7
1784,11,612,anime,1151699969,7
1785,11,613,anime,1151700026,7
1789,12,614,r,1173525910,75
1794,13,615,nudity (topless - brief),1162271746,58
1797,14,616,true story,1137273990,92
1798,14,617,true story,1137274016,92
1801,15,618,funny,1188274459,37
1810,15,619,funny,1188274423,37
1826,15,456,action,1188274405,1
1829,16,278,comedy,1188275113,19
1830,16,19,comedy,1188275133,19
1831,16,620,action,1188275084,1
1832,16,620,sci-fi,1188275084,80
1844,17,621,comedy,1188280075,19
1845,17,621,drama,1188280075,27
1846,17,621,fantasy,1188280075,35
1847,17,621,romance,1188280075,79
1848,17,70,crime,1188280098,21
1849,17,70,drama,1188280098,27
1851,17,622,comedy,1188280089,19
1852,17,622,drama,1188280089,27
1853,17,622,romance,1188280089,79
1854,17,623,action,1188280078,1
1855,17,623,drama,1188280078,27
1856,17,623,war,1188280078,97
1857,17,624,drama,1188280059,27
1858,17,625,action,1188280052,1
1859,17,625,crime,1188280052,21
1860,17,625,fantasy,1188280052,35
1861,17,625,romance,1188280052,79
1863,17,626,fantasy,1188280090,35
1866,17,626,romance,1188280090,79
1867,17,328,adventure,1188280077,3
1869,17,328,fantasy,1188280077,35
1874,18,627,nudity (topless - brief),1211432826,58
1881,19,628,sci-fi,1188295785,80
1921,20,629,action,1188314100,1
1922,20,629,war,1188314100,97
1923,20,19,comedy,1188314122,19
1924,20,601,animation,1188314117,6
1925,20,601,fantasy,1188314117,35
1952,21,630,vhs,1137299772,95
1953,22,631,action,1188320722,1
1962,22,632,animation,1188320755,6
1965,22,632,comedy,1188320755,19
1972,22,633,comedy,1188320680,19
1974,22,634,action,1188320699,1
1976,22,634,drama,1188320700,27
1987,23,635,comic book,1172693420,20
1989,24,301,drugs,1188321519,28
1992,24,629,action,1188321520,1
2009,25,636,nudity (topless),1188343973,60
2010,26,637,brad pitt,1215514976,14
2011,26,637,bruce willis,1215514975,15
2012,26,637,time travel,1215514977,89
2013,26,28,brad pitt,1215515012,14
2014,26,28,crime,1215515015,21
2015,26,28,serial killer,1215515014,83
2016,26,638,action,1215515024,1
2017,26,638,bruce willis,1215515026,15
2022,26,639,action,1215514987,1
2025,26,640,dystopia,1215913269,31
2029,26,70,crime,1215514864,21
2030,26,70,drama,1215514867,27
2032,26,641,action,1215514950,1
2034,26,641,aliens,1215514948,5
2036,26,88,based on a book,1215515096,9
2037,26,88,classic,1215515097,17
2044,26,99,adventure,1215484362,3
2047,26,99,classic,1215484356,17
2048,26,99,disturbing,1215484352,26
2049,26,99,drama,1215484346,27
2050,26,99,surreal,1215484349,87
2051,26,99,war,1215484355,97
2052,26,642,fantasy,1215514966,35
2053,26,642,sci-fi,1215514965,80
